title,median_salary,posting_count
Truck Driver - Local Class B Hazmat - Penske Logistics,64130.0,4
Truss Designer,75000.0,3
Ui/Ux Designer,115000.0,3
Ultrasound Technician,146640.0,3
User Experience Designer,101400.0,10
User Experience Researcher,121975.0,4
Ux Designer,117500.0,5
Ux Researcher,121825.6,5
Valet,36504.0,8
Validation Engineer,99840.0,7
Veterinarian,142500.0,8
Veterinary Assistant,35100.0,14
Veterinary Assistant Li,35360.0,3
Veterinary Receptionist,35360.0,3
Veterinary Technician,41860.0,4
Veterinary Technician I,42120.0,6
Vice President Finance,225000.0,8
Vice President Human Resources,176250.0,4
Vice President Of Business Development,181250.0,4
Vice President Of Sales,183750.0,6
Vice President Operations,72500.0,3
"Vice President, Safety",282500.0,3
Video Editor,93600.0,5
Virtual Assistant,72800.0,3
Visual Designer,106580.0,6
Visual Keyholder,34725.6,3
Vp Of Talent Management,200000.0,3
"Vp, Hr Business Partners & Organizational Effectiveness (Us)",216500.0,4
Vset Engineer In Charge,107500.0,3
Warehouse Associate,40560.0,38
Warehouse Associate - Nights,41080.0,3
Warehouse Clerk,35360.0,3
Warehouse Coordinator,45760.0,3
Warehouse Fulfillment Specialist Part Time,31200.0,3
Warehouse Lead,45760.0,6
Warehouse Manager,73807.0,8
Warehouse Material Handler,39520.0,3
Warehouse Operator,49400.0,8
Warehouse Order Selector,52000.0,7
Warehouse Part Time Overnight,36764.0,3
Warehouse Specialist,43680.0,6
Warehouse Supervisor,75920.0,9
Warehouse Technician,45760.0,3
Warehouse Worker,39520.0,12
Warehouse Worker - Full Time Shifts,40107.600000000006,4
Wealth Management Advisor,112500.0,3
Web Developer,112500.0,6
Welder,56160.0,7
Welder Sign Fabricator,46800.0,3
Wendy'S Team Member,27508.0,3
Work From Home Client Relations Representative,302500.0,3
Workers' Compensation Associate Attorney,145000.0,3
Xfinity Retail Sales Consultant,37440.0,3
Yard Associate - Bilingual Preferred (English/Spanish),39520.0,3
Yard Spotter / Cdl A Driver,43680.0,4
Youth Specialist,31200.0,3
